CustomerID,Age_Group,Gender,Income_Group
14013,Adult,Male,"Upper Middle Income"
14014,Adult,Female,"High Income"
14015,Adult,Female,"Upper Middle Income"
14016,Adult,Female,"High Income"
14017,Youth,Male,"High Income"
14018,Adult,Female,"Middle Income"
14019,Youth,Male,"Upper Middle Income"
14020,Youth,Female,"Middle Income"
14021,Adult,Male,"Middle Income"
14022,Adult,Female,"High Income"
14023,Senior,Male,"Middle Income"
14024,Adult,Female,"Lower Middle Income"
14025,Adult,Female,"Middle Income"
14026,Adult,Female,"High Income"
14027,Adult,Female,"Lower Middle Income"
14028,Adult,Female,"Upper Middle Income"
14029,Adult,Female,"Lower Middle Income"
14030,Adult,Female,"Upper Middle Income"
14031,Adult,Female,"Upper Middle Income"
14032,Adult,Female,"Middle Income"
14033,Adult,Female,"High Income"
14034,Senior,Male,"Middle Income"
14035,Adult,Female,"Upper Middle Income"
14036,Adult,Male,"Upper Middle Income"
14037,Adult,Female,"Middle Income"
14038,Youth,Female,"Middle Income"
14039,Adult,Female,"Lower Middle Income"
14040,Senior,Male,"Upper Middle Income"
14041,Senior,Male,"Middle Income"
14042,Youth,Female,"Middle Income"
14043,Adult,Male,"Upper Middle Income"
14044,Youth,Female,"Upper Middle Income"
14045,Adult,Female,"Upper Middle Income"
14046,Youth,Female,"Upper Middle Income"
14047,Adult,Male,"Upper Middle Income"
14048,Adult,Female,"Low Income"
14049,Adult,Male,"High Income"
14050,Senior,Female,"Middle Income"
14051,Senior,Male,"Low Income"
14052,Adult,Female,"Middle Income"
14053,Adult,Male,"Upper Middle Income"
14054,Adult,Female,"High Income"
14055,Senior,Male,"Upper Middle Income"
14056,Adult,Female,"Upper Middle Income"
14057,Adult,Female,"Upper Middle Income"
14058,Adult,Male,"Lower Middle Income"
14059,Senior,Female,"Low Income"
14060,Adult,Female,"Middle Income"
14061,Adult,Male,"Upper Middle Income"
14062,Adult,Male,"High Income"
14063,Adult,Female,"Middle Income"
14064,Adult,Male,"Low Income"
14065,Youth,Male,"High Income"
14066,Youth,Male,"Upper Middle Income"
14067,Senior,Female,"Upper Middle Income"
14068,Adult,Female,"High Income"
14069,Senior,Male,"Upper Middle Income"
14070,Adult,Female,"High Income"
14071,Adult,Female,"Lower Middle Income"
14072,Adult,Male,"Low Income"
14073,Youth,Male,"High Income"
14074,Adult,Female,"High Income"
14075,Adult,Female,"Upper Middle Income"
14076,Adult,Male,"Upper Middle Income"
14077,Adult,Female,"High Income"
14078,Adult,Female,"High Income"
14079,Adult,Male,"Low Income"
14080,Adult,Female,"Upper Middle Income"
14081,Adult,Female,"Upper Middle Income"
14082,Youth,Female,"Middle Income"
14083,Adult,Female,"High Income"
14084,Senior,Male,"High Income"
14085,Adult,Female,"Upper Middle Income"
14086,Adult,Female,"Lower Middle Income"
14087,Senior,Female,"Middle Income"
14088,Senior,Male,"Middle Income"
14089,Adult,Male,"High Income"
14090,Adult,Male,"High Income"
14091,Youth,Male,"High Income"
14092,Adult,Male,"Lower Middle Income"
14093,Adult,Female,"Lower Middle Income"
14094,Adult,Male,"Low Income"
14095,Adult,Female,"High Income"
14096,Adult,Male,"High Income"
14097,Youth,Male,"High Income"
14098,Adult,Male,"High Income"
14099,Senior,Male,"Upper Middle Income"
14100,Youth,Female,"Middle Income"
14101,Youth,Male,"High Income"
14102,Adult,Female,"High Income"
14103,Senior,Female,"Lower Middle Income"
14104,Adult,Female,"Middle Income"
14105,Adult,Female,"Lower Middle Income"
14106,Adult,Male,"High Income"
14107,Adult,Female,"Middle Income"
14108,Adult,Female,"Lower Middle Income"
14109,Adult,Male,"Low Income"
14110,Adult,Male,"High Income"
14111,Adult,Male,"High Income"
14112,Adult,Female,"Upper Middle Income"
14113,Adult,Female,"Upper Middle Income"
14114,Adult,Male,"Lower Middle Income"
14115,Adult,Female,"Middle Income"
14116,Adult,Female,"High Income"
14117,Adult,Female,"Low Income"
14118,Adult,Male,"High Income"
14119,Adult,Female,"Upper Middle Income"
14120,Adult,Female,"Upper Middle Income"
14121,Adult,Female,"High Income"
14122,Senior,Female,"High Income"
14123,Adult,Female,"Middle Income"
14124,Adult,Male,"Upper Middle Income"
14125,Youth,Female,"Upper Middle Income"
14126,Adult,Female,"Upper Middle Income"
14127,Adult,Female,"Low Income"
14128,Adult,Male,"High Income"
14129,Adult,Male,"Low Income"
14130,Youth,Female,"Lower Middle Income"
14131,Youth,Male,"Lower Middle Income"
14132,Adult,Male,"Low Income"
14133,Adult,Male,"High Income"
14134,Adult,Female,"Upper Middle Income"
14135,Adult,Male,"Lower Middle Income"
14136,Adult,Female,"High Income"
14137,Adult,Female,"Upper Middle Income"
14138,Adult,Male,"Upper Middle Income"
14139,Adult,Female,"Lower Middle Income"
14140,Adult,Female,"Middle Income"
14141,Adult,Female,"Upper Middle Income"
14142,Adult,Female,"Lower Middle Income"
14143,Adult,Female,"Low Income"
14144,Adult,Female,"Upper Middle Income"
14145,Adult,Male,"Upper Middle Income"
14146,Adult,Female,"Middle Income"
14147,Adult,Female,"Upper Middle Income"
14148,Adult,Female,"Low Income"
14149,Adult,Female,"Upper Middle Income"
14150,Adult,Male,"Lower Middle Income"
14151,Senior,Female,"Middle Income"
14152,Adult,Male,"Upper Middle Income"
14153,Adult,Female,"Upper Middle Income"
14154,Youth,Male,"Middle Income"
14155,Adult,Female,"High Income"
14156,Adult,Female,"Lower Middle Income"
14157,Adult,Female,"Middle Income"
14158,Adult,Female,"High Income"
14159,Adult,Female,"Upper Middle Income"
14160,Adult,Female,"Upper Middle Income"
14161,Adult,Female,"Upper Middle Income"
14162,Adult,Female,"High Income"
14163,Senior,Female,"Upper Middle Income"
14164,Adult,Female,"High Income"
14165,Adult,Male,"Upper Middle Income"
14166,Youth,Female,"Middle Income"
14167,Youth,Male,"Lower Middle Income"
14168,Adult,Female,"Upper Middle Income"
14169,Senior,Male,"Upper Middle Income"
14170,Adult,Female,"Middle Income"
14171,Adult,Male,"High Income"
14172,Adult,Male,"Upper Middle Income"
14173,Adult,Male,"Upper Middle Income"
14174,Adult,Male,"Middle Income"
14175,Youth,Female,"Middle Income"
14176,Adult,Male,"High Income"
14177,Adult,Male,"High Income"
14178,Youth,Male,"Upper Middle Income"
14179,Youth,Female,"Upper Middle Income"
14180,Senior,Female,"High Income"
14181,Adult,Male,"Middle Income"
14182,Youth,Female,"Middle Income"
14183,Adult,Female,"Middle Income"
14184,Adult,Male,"Lower Middle Income"
14185,Adult,Female,"Upper Middle Income"
14186,Adult,Male,"Lower Middle Income"
14187,Youth,Female,"Low Income"
14188,Adult,Male,"Lower Middle Income"
14189,Adult,Female,"High Income"
14190,Adult,Male,"High Income"
14191,Adult,Female,"Upper Middle Income"
14192,Adult,Female,"Upper Middle Income"
14193,Adult,Male,"Lower Middle Income"
14194,Adult,Female,"Middle Income"
14195,Adult,Male,"High Income"
14196,Adult,Female,"Upper Middle Income"
14197,Adult,Male,"Lower Middle Income"
14198,Adult,Male,"Lower Middle Income"
14199,Adult,Female,"High Income"
14200,Adult,Female,"High Income"
14201,Adult,Female,"High Income"
14202,Senior,Male,"Upper Middle Income"
14203,Adult,Male,"Upper Middle Income"
14204,Adult,Female,"Lower Middle Income"
14205,Adult,Female,"Middle Income"
14206,Adult,Male,"High Income"
14207,Youth,Male,"Lower Middle Income"
14208,Adult,Male,"Middle Income"
14209,Senior,Male,"Upper Middle Income"
14210,Youth,Male,"Lower Middle Income"
14211,Adult,Male,"High Income"
14212,Adult,Female,"High Income"
14213,Adult,Female,"Lower Middle Income"
14214,Adult,Male,"Upper Middle Income"
14215,Youth,Male,"Upper Middle Income"
14216,Adult,Male,"Upper Middle Income"
14217,Adult,Female,"Middle Income"
14218,Senior,Female,"Upper Middle Income"
14219,Adult,Female,"Upper Middle Income"
14220,Adult,Female,"Upper Middle Income"
14221,Youth,Female,"High Income"
14222,Adult,Male,"Lower Middle Income"
14223,Adult,Male,"Low Income"
14224,Adult,Female,"High Income"
14225,Adult,Male,"Middle Income"
14226,Youth,Female,"High Income"
14227,Adult,Female,"Upper Middle Income"
14228,Adult,Female,"Low Income"
14229,Adult,Male,"Upper Middle Income"
14230,Adult,Female,"Lower Middle Income"
14231,Adult,Female,"Low Income"
14232,Youth,Female,"Upper Middle Income"
14233,Adult,Female,"Lower Middle Income"
14234,Youth,Female,"Lower Middle Income"
14235,Adult,Male,"Lower Middle Income"
14236,Adult,Female,"Low Income"
14237,Adult,Male,"Upper Middle Income"
14238,Adult,Male,"Lower Middle Income"
14239,Adult,Female,"Upper Middle Income"
14240,Adult,Female,"Middle Income"
14241,Adult,Male,"Low Income"
14242,Adult,Male,"Lower Middle Income"
14243,Youth,Male,"Upper Middle Income"
14244,Adult,Female,"Middle Income"
14245,Youth,Male,"Lower Middle Income"
14246,Adult,Male,"Lower Middle Income"
14247,Senior,Male,"Lower Middle Income"
14248,Adult,Female,"Lower Middle Income"
14249,Adult,Female,"Middle Income"
14250,Adult,Male,"Upper Middle Income"
14251,Adult,Female,"High Income"
14252,Adult,Male,"Middle Income"
14253,Adult,Female,"High Income"
14254,Adult,Female,"High Income"
14255,Adult,Male,"Low Income"
14256,Senior,Male,"Upper Middle Income"
14257,Youth,Female,"Lower Middle Income"
14258,Adult,Male,"Upper Middle Income"
14259,Adult,Female,"High Income"
14260,Adult,Male,"Middle Income"
14261,Adult,Male,"Lower Middle Income"
14262,Adult,Female,"Upper Middle Income"
14263,Adult,Female,"Upper Middle Income"
14264,Youth,Female,"High Income"
14265,Adult,Male,"Middle Income"
14266,Youth,Female,"Middle Income"
14267,Adult,Female,"High Income"
14268,Adult,Female,"High Income"
14269,Youth,Female,"Lower Middle Income"
14270,Adult,Male,"Lower Middle Income"
14271,Adult,Female,"High Income"
14272,Youth,Female,"Middle Income"
14273,Adult,Male,"Middle Income"
14274,Adult,Female,"High Income"
14275,Adult,Male,"Upper Middle Income"
14276,Adult,Male,"High Income"
14277,Adult,Female,"Upper Middle Income"
14278,Adult,Male,"High Income"
14279,Adult,Male,"Lower Middle Income"
14280,Adult,Female,"High Income"
14281,Adult,Female,"Upper Middle Income"
14282,Adult,Female,"Upper Middle Income"
14283,Youth,Female,"Upper Middle Income"
14284,Senior,Male,"Middle Income"
14285,Youth,Female,"Middle Income"
14286,Adult,Female,"Lower Middle Income"
14287,Adult,Male,"Upper Middle Income"
14288,Adult,Female,"High Income"
14289,Adult,Male,"Middle Income"
14290,Adult,Male,"High Income"
14291,Youth,Female,"Lower Middle Income"
14292,Youth,Female,"Lower Middle Income"
14293,Adult,Male,"Upper Middle Income"
14294,Adult,Male,"High Income"
14295,Adult,Female,"Lower Middle Income"
14296,Youth,Male,"Low Income"
14297,Adult,Male,"Middle Income"
14298,Adult,Female,"Upper Middle Income"
14299,Youth,Female,"Upper Middle Income"
14300,Adult,Female,"Upper Middle Income"
14301,Adult,Female,"High Income"
14302,Youth,Female,"Upper Middle Income"
14303,Adult,Female,"Lower Middle Income"
14304,Adult,Male,"Upper Middle Income"
14305,Senior,Female,"Middle Income"
14306,Adult,Female,"Low Income"
14307,Adult,Male,"Lower Middle Income"
14308,Adult,Male,"Upper Middle Income"
14309,Youth,Female,"Lower Middle Income"
14310,Adult,Male,"Lower Middle Income"
14311,Adult,Male,"Upper Middle Income"
14312,Adult,Female,"Middle Income"
14313,Adult,Female,"High Income"
14314,Adult,Female,"Upper Middle Income"
14315,Adult,Male,"High Income"
14316,Senior,Male,"High Income"
14317,Adult,Female,"Upper Middle Income"
14318,Adult,Male,"High Income"
14319,Adult,Female,"Low Income"
14320,Adult,Male,"High Income"
14321,Adult,Female,"Upper Middle Income"
14322,Adult,Female,"High Income"
14323,Youth,Male,"High Income"
14324,Adult,Female,"High Income"
14325,Senior,Male,"High Income"
14326,Adult,Male,"Lower Middle Income"
14327,Adult,Female,"Upper Middle Income"
14328,Adult,Male,"Lower Middle Income"
14329,Adult,Female,"High Income"
14330,Adult,Male,"Lower Middle Income"
14331,Adult,Male,"High Income"
14332,Senior,Male,"Upper Middle Income"
14333,Adult,Female,"High Income"
14334,Adult,Female,"Upper Middle Income"
14335,Adult,Male,"Middle Income"
14336,Adult,Male,"Middle Income"
14337,Adult,Female,"Upper Middle Income"
14338,Adult,Female,"Upper Middle Income"
14339,Adult,Female,"Middle Income"
14340,Adult,Female,"Upper Middle Income"
14341,Adult,Female,"Middle Income"
14342,Adult,Male,"Upper Middle Income"
14343,Adult,Male,"Upper Middle Income"
14344,Senior,Male,"High Income"
14345,Senior,Female,"High Income"
14346,Adult,Female,"High Income"
14347,Adult,Female,"Upper Middle Income"
14348,Adult,Male,"Middle Income"
14349,Adult,Female,"High Income"
14350,Adult,Female,"Lower Middle Income"
14351,Adult,Female,"Middle Income"
14352,Adult,Male,"Middle Income"
14353,Adult,Female,"Middle Income"
14354,Adult,Male,"Middle Income"
14355,Youth,Female,"Upper Middle Income"
14356,Adult,Female,"Upper Middle Income"
14357,Youth,Male,"Lower Middle Income"
14358,Adult,Female,"Middle Income"
14359,Adult,Male,"Upper Middle Income"
14360,Adult,Female,"Upper Middle Income"
14361,Adult,Male,"Lower Middle Income"
14362,Adult,Female,"Upper Middle Income"
14363,Senior,Female,"High Income"
14364,Senior,Male,"Upper Middle Income"
14365,Adult,Female,"High Income"
14366,Adult,Female,"Lower Middle Income"
14367,Adult,Male,"Middle Income"
14368,Adult,Female,"Upper Middle Income"
14369,Youth,Female,"Upper Middle Income"
14370,Adult,Female,"Upper Middle Income"
14371,Adult,Female,"Upper Middle Income"
14372,Adult,Female,"Lower Middle Income"
14373,Adult,Female,"Upper Middle Income"
14374,Senior,Female,"Lower Middle Income"
14375,Adult,Female,"Lower Middle Income"
14376,Adult,Male,"Middle Income"
14377,Adult,Female,"High Income"
14378,Youth,Female,"Middle Income"
14379,Adult,Female,"Upper Middle Income"
14380,Youth,Female,"Upper Middle Income"
14381,Adult,Male,"Lower Middle Income"
14382,Adult,Female,"Upper Middle Income"
14383,Adult,Female,"Low Income"
14384,Adult,Female,"Lower Middle Income"
14385,Adult,Male,"Low Income"
14386,Youth,Male,"High Income"
14387,Adult,Female,"Lower Middle Income"
14388,Adult,Female,"Upper Middle Income"
14389,Adult,Male,"Upper Middle Income"
14390,Adult,Male,"Lower Middle Income"
14391,Adult,Male,"Upper Middle Income"
14392,Adult,Male,"Upper Middle Income"
14393,Adult,Male,"Lower Middle Income"
14394,Adult,Female,"Upper Middle Income"
14395,Adult,Female,"Upper Middle Income"
14396,Adult,Male,"High Income"
14397,Adult,Female,"Upper Middle Income"
14398,Youth,Male,"Upper Middle Income"
14399,Adult,Male,"Upper Middle Income"
14400,Adult,Male,"Upper Middle Income"
14401,Adult,Female,"Middle Income"
14402,Adult,Male,"Upper Middle Income"
14403,Adult,Female,"Middle Income"
14404,Adult,Male,"Lower Middle Income"
14405,Adult,Male,"Upper Middle Income"
14406,Adult,Male,"Lower Middle Income"
14407,Adult,Female,"Lower Middle Income"
14408,Adult,Female,"High Income"
14409,Adult,Female,"High Income"
14410,Adult,Male,"Low Income"
14411,Adult,Male,"High Income"
14412,Youth,Male,"Middle Income"
14413,Adult,Male,"Upper Middle Income"
14414,Senior,Female,"Middle Income"
14415,Adult,Male,"Low Income"
14416,Adult,Male,"Middle Income"
14417,Youth,Female,"High Income"
14418,Adult,Female,"Low Income"
14419,Adult,Female,"High Income"
14420,Adult,Male,"High Income"
14421,Adult,Female,"Middle Income"
14422,Senior,Male,"High Income"
14423,Adult,Female,"High Income"
14424,Adult,Female,"Lower Middle Income"
14425,Adult,Female,"Upper Middle Income"
14426,Adult,Male,"Lower Middle Income"
14427,Adult,Female,"Middle Income"
14428,Adult,Male,"Upper Middle Income"
14429,Senior,Female,"Low Income"
14430,Adult,Female,"Upper Middle Income"
14431,Adult,Female,"Lower Middle Income"
14432,Adult,Female,"Upper Middle Income"
14433,Youth,Female,"Middle Income"
14434,Adult,Male,"Lower Middle Income"
14435,Youth,Female,"Upper Middle Income"
14436,Adult,Female,"Middle Income"
14437,Adult,Female,"High Income"
14438,Adult,Female,"Lower Middle Income"
14439,Adult,Female,"Upper Middle Income"
14440,Youth,Male,"Lower Middle Income"
14441,Adult,Female,"Lower Middle Income"
14442,Adult,Male,"Middle Income"
14443,Adult,Female,"Upper Middle Income"
14444,Adult,Female,"Lower Middle Income"
14445,Adult,Male,"Middle Income"
14446,Adult,Female,"High Income"
14447,Adult,Female,"Upper Middle Income"
14448,Adult,Female,"Upper Middle Income"
14449,Adult,Male,"High Income"
14450,Adult,Male,"Upper Middle Income"
14451,Adult,Female,"Middle Income"
14452,Senior,Male,"Low Income"
14453,Senior,Female,"Upper Middle Income"
14454,Adult,Female,"High Income"
14455,Adult,Male,"Lower Middle Income"
14456,Adult,Female,"Low Income"
14457,Adult,Female,"High Income"
14458,Senior,Female,"Upper Middle Income"
14459,Adult,Male,"Lower Middle Income"
14460,Adult,Female,"High Income"
14461,Youth,Male,"Lower Middle Income"
14462,Senior,Female,"Upper Middle Income"
14463,Adult,Male,"Low Income"
14464,Adult,Female,"Middle Income"
14465,Adult,Female,"High Income"
14466,Adult,Female,"Upper Middle Income"
14467,Adult,Female,"Middle Income"
14468,Youth,Male,"Upper Middle Income"
14469,Senior,Female,"Middle Income"
14470,Adult,Male,"High Income"
14471,Youth,Male,"Upper Middle Income"
14472,Adult,Male,"High Income"
14473,Adult,Female,"High Income"
14474,Adult,Female,"High Income"
14475,Adult,Female,"High Income"
14476,Adult,Female,"Upper Middle Income"
14477,Youth,Female,"Middle Income"
14478,Adult,Female,"Upper Middle Income"
14479,Adult,Male,"High Income"
14480,Adult,Female,"Middle Income"
14481,Adult,Male,"Upper Middle Income"
14482,Adult,Male,"Upper Middle Income"
14483,Adult,Female,"Upper Middle Income"
14484,Adult,Female,"Upper Middle Income"
14485,Adult,Female,"Upper Middle Income"
14486,Youth,Male,"Low Income"
14487,Youth,Male,"Middle Income"
14488,Adult,Female,"Middle Income"
14489,Adult,Female,"Upper Middle Income"
14490,Adult,Male,"Low Income"
14491,Adult,Female,"Middle Income"
14492,Adult,Male,"Upper Middle Income"
14493,Adult,Male,"Middle Income"
14494,Adult,Male,"Middle Income"
14495,Adult,Female,"Middle Income"
14496,Adult,Female,"Upper Middle Income"
14497,Adult,Male,"Upper Middle Income"
14498,Youth,Female,"Upper Middle Income"
14499,Senior,Female,"High Income"
14500,Adult,Female,"Middle Income"
14501,Youth,Female,"High Income"
14502,Youth,Male,"Middle Income"
14503,Adult,Female,"Lower Middle Income"
14504,Adult,Female,"High Income"
14505,Adult,Male,"High Income"
14506,Adult,Female,"Lower Middle Income"
14507,Adult,Female,"High Income"
14508,Adult,Female,"Middle Income"
14509,Adult,Female,"Upper Middle Income"
14510,Adult,Male,"Upper Middle Income"
14511,Adult,Female,"High Income"
14512,Adult,Male,"Upper Middle Income"
14513,Youth,Male,"Upper Middle Income"
14514,Adult,Female,"Upper Middle Income"
14515,Adult,Female,"High Income"
14516,Youth,Female,"High Income"
14517,Youth,Male,"Low Income"
14518,Adult,Female,"Upper Middle Income"
14519,Adult,Female,"Upper Middle Income"
14520,Senior,Female,"High Income"
14521,Adult,Female,"Middle Income"
14522,Adult,Female,"High Income"
14523,Adult,Female,"Lower Middle Income"
14524,Adult,Male,"Upper Middle Income"
14525,Adult,Male,"High Income"
14526,Adult,Female,"Upper Middle Income"
14527,Adult,Female,"Upper Middle Income"
14528,Youth,Male,"Low Income"
14529,Adult,Female,"Upper Middle Income"
14530,Adult,Female,"Upper Middle Income"
14531,Adult,Female,"Upper Middle Income"
14532,Youth,Male,"High Income"
14533,Youth,Female,"Upper Middle Income"
14534,Adult,Female,"Middle Income"
14535,Adult,Male,"Upper Middle Income"
14536,Youth,Male,"High Income"
14537,Adult,Female,"Upper Middle Income"
14538,Adult,Female,"Upper Middle Income"
14539,Adult,Female,"Upper Middle Income"
14540,Adult,Female,"Middle Income"
14541,Adult,Male,"High Income"
14542,Senior,Female,"Upper Middle Income"
14543,Adult,Male,"Lower Middle Income"
14544,Adult,Male,"Middle Income"
14545,Adult,Male,"High Income"
14546,Youth,Male,"Upper Middle Income"
14547,Adult,Female,"Low Income"
14548,Youth,Female,"Middle Income"
14549,Adult,Female,"Low Income"
14550,Adult,Female,"Upper Middle Income"
14551,Senior,Female,"Upper Middle Income"
14552,Youth,Female,"High Income"
14553,Senior,Female,"Middle Income"
14554,Adult,Female,"High Income"
14555,Youth,Male,"High Income"
14556,Adult,Male,"Middle Income"
14557,Adult,Male,"Lower Middle Income"
14558,Adult,Female,"Upper Middle Income"
14559,Adult,Female,"Lower Middle Income"
14560,Adult,Male,"Middle Income"
14561,Adult,Male,"Upper Middle Income"
14562,Adult,Male,"Upper Middle Income"
14563,Adult,Female,"High Income"
14564,Adult,Male,"Lower Middle Income"
14565,Adult,Male,"High Income"
14566,Adult,Male,"Upper Middle Income"
14567,Adult,Female,"High Income"
14568,Adult,Female,"Upper Middle Income"
14569,Adult,Female,"High Income"
14570,Adult,Male,"Middle Income"
14571,Adult,Female,"Middle Income"
14572,Adult,Male,"Upper Middle Income"
14573,Adult,Male,"Middle Income"
14574,Adult,Female,"High Income"
14575,Senior,Male,"Upper Middle Income"
14576,Adult,Female,"High Income"
14577,Adult,Male,"High Income"
14578,Adult,Male,"Lower Middle Income"
14579,Adult,Female,"Middle Income"
14580,Adult,Female,"Middle Income"
14581,Adult,Female,"Upper Middle Income"
14582,Adult,Female,"High Income"
14583,Adult,Female,"High Income"
14584,Youth,Female,"Upper Middle Income"
14585,Adult,Female,"High Income"
14586,Adult,Male,"Upper Middle Income"
14587,Adult,Male,"Upper Middle Income"
14588,Adult,Female,"Low Income"
14589,Adult,Male,"Lower Middle Income"
14590,Adult,Male,"Middle Income"
14591,Adult,Male,"Upper Middle Income"
14592,Adult,Male,"Upper Middle Income"
14593,Adult,Male,"Upper Middle Income"
14594,Senior,Male,"Upper Middle Income"
14595,Adult,Male,"Lower Middle Income"
14596,Adult,Male,"Upper Middle Income"
14597,Youth,Female,"Low Income"
14598,Youth,Male,"Low Income"
14599,Senior,Female,"Upper Middle Income"
14600,Adult,Female,"Upper Middle Income"
14601,Adult,Female,"Upper Middle Income"
14602,Adult,Female,"Upper Middle Income"
14603,Youth,Male,"Low Income"
14604,Adult,Male,"Upper Middle Income"
14605,Adult,Female,"Upper Middle Income"
14606,Youth,Male,"Middle Income"
14607,Adult,Female,"Middle Income"
14608,Adult,Female,"High Income"
14609,Adult,Male,"High Income"
14610,Adult,Female,"High Income"
14611,Adult,Female,"Middle Income"
14612,Adult,Male,"Middle Income"
14613,Adult,Male,"Low Income"
14614,Adult,Female,"Upper Middle Income"
14615,Adult,Female,"Middle Income"
14616,Adult,Male,"Low Income"
14617,Adult,Male,"Upper Middle Income"
14618,Adult,Female,"Upper Middle Income"
14619,Adult,Female,"Upper Middle Income"
14620,Adult,Female,"Upper Middle Income"
14621,Adult,Female,"Middle Income"
14622,Adult,Male,"Upper Middle Income"
14623,Adult,Female,"Upper Middle Income"
14624,Adult,Female,"High Income"
14625,Adult,Female,"Middle Income"
14626,Youth,Male,"Middle Income"
14627,Adult,Male,"High Income"
14628,Adult,Female,"High Income"
14629,Adult,Male,"Middle Income"
14630,Adult,Female,"Upper Middle Income"
14631,Adult,Male,"Low Income"
14632,Adult,Male,"Lower Middle Income"
14633,Adult,Male,"Upper Middle Income"
14634,Adult,Female,"Upper Middle Income"
14635,Adult,Female,"High Income"
14636,Adult,Female,"Middle Income"
14637,Adult,Female,"Middle Income"
14638,Adult,Male,"Upper Middle Income"
14639,Adult,Male,"Upper Middle Income"
14640,Adult,Female,"Middle Income"
14641,Adult,Female,"Upper Middle Income"
14642,Youth,Female,"Upper Middle Income"
14643,Adult,Female,"High Income"
14644,Adult,Male,"Lower Middle Income"
14645,Adult,Male,"Upper Middle Income"
14646,Adult,Female,"Upper Middle Income"
14647,Youth,Male,"Upper Middle Income"
14648,Youth,Male,"Lower Middle Income"
14649,Adult,Female,"High Income"
14650,Adult,Male,"Upper Middle Income"
14651,Senior,Female,"Low Income"
14652,Adult,Male,"Upper Middle Income"
14653,Adult,Female,"Upper Middle Income"
14654,Adult,Female,"Middle Income"
14655,Adult,Female,"Upper Middle Income"
14656,Youth,Female,"Lower Middle Income"
14657,Adult,Male,"High Income"
14658,Adult,Female,"Upper Middle Income"
14659,Adult,Female,"Lower Middle Income"
14660,Adult,Female,"Lower Middle Income"
14661,Adult,Male,"Upper Middle Income"
14662,Adult,Male,"Middle Income"
14663,Youth,Male,"Upper Middle Income"
14664,Adult,Female,"Lower Middle Income"
14665,Adult,Male,"Low Income"
14666,Adult,Female,"Middle Income"
14667,Adult,Female,"Middle Income"
14668,Adult,Female,"Upper Middle Income"
14669,Adult,Female,"Upper Middle Income"
14670,Adult,Male,"High Income"
14671,Adult,Female,"Upper Middle Income"
14672,Adult,Female,"High Income"
14673,Youth,Female,"Upper Middle Income"
14674,Adult,Female,"Upper Middle Income"
14675,Adult,Male,"Upper Middle Income"
14676,Senior,Male,"Middle Income"
14677,Adult,Female,"Middle Income"
14678,Adult,Female,"High Income"
14679,Adult,Male,"Low Income"
14680,Adult,Male,"Middle Income"
14681,Adult,Male,"Middle Income"
14682,Adult,Female,"High Income"
14683,Adult,Female,"Upper Middle Income"
14684,Adult,Female,"Upper Middle Income"
14685,Adult,Female,"Middle Income"
14686,Adult,Male,"Upper Middle Income"
14687,Adult,Male,"Upper Middle Income"
14688,Adult,Female,"Lower Middle Income"
14689,Adult,Female,"Upper Middle Income"
14690,Adult,Male,"Middle Income"
14691,Adult,Female,"Upper Middle Income"
14692,Adult,Female,"Upper Middle Income"
14693,Adult,Female,"Upper Middle Income"
14694,Adult,Male,"High Income"
14695,Youth,Male,"Upper Middle Income"
14696,Adult,Male,"Middle Income"
14697,Adult,Female,"Middle Income"
14698,Youth,Female,"High Income"
14699,Adult,Male,"High Income"
14700,Adult,Male,"High Income"
14701,Adult,Female,"Upper Middle Income"
14702,Youth,Female,"High Income"
14703,Adult,Female,"Middle Income"
14704,Youth,Male,"Upper Middle Income"
14705,Adult,Female,"Upper Middle Income"
14706,Adult,Male,"Upper Middle Income"
14707,Adult,Male,"Upper Middle Income"
14708,Youth,Female,"Upper Middle Income"
14709,Adult,Male,"Middle Income"
14710,Adult,Male,"High Income"
14711,Adult,Female,"Middle Income"
14712,Adult,Male,"Upper Middle Income"
14713,Adult,Female,"High Income"
14714,Adult,Male,"Upper Middle Income"
14715,Adult,Female,"Lower Middle Income"
14716,Adult,Male,"Lower Middle Income"
14717,Adult,Female,"Upper Middle Income"
14718,Adult,Male,"High Income"
14719,Adult,Female,"High Income"
14720,Adult,Female,"Upper Middle Income"
14721,Adult,Male,"High Income"
14722,Adult,Male,"High Income"
14723,Adult,Female,"Upper Middle Income"
14724,Youth,Female,"Lower Middle Income"
14725,Youth,Male,"Upper Middle Income"
14726,Adult,Male,"Lower Middle Income"
14727,Youth,Male,"Lower Middle Income"
14728,Adult,Male,"High Income"
14729,Youth,Female,"Upper Middle Income"
14730,Adult,Female,"Lower Middle Income"
14731,Adult,Female,"Middle Income"
14732,Youth,Female,"Lower Middle Income"
14733,Adult,Female,"Upper Middle Income"
14734,Adult,Female,"Upper Middle Income"
14735,Senior,Male,"Upper Middle Income"
14736,Senior,Male,"Lower Middle Income"
14737,Adult,Female,"Middle Income"
14738,Youth,Male,"Lower Middle Income"
14739,Adult,Male,"Upper Middle Income"
14740,Youth,Male,"High Income"
14741,Adult,Male,"Upper Middle Income"
14742,Adult,Female,"Low Income"
14743,Adult,Female,"Middle Income"
14744,Adult,Male,"Middle Income"
14745,Adult,Male,"Upper Middle Income"
14746,Adult,Female,"High Income"
14747,Adult,Male,"Upper Middle Income"
