CustomerID,AdSpend_Group,Pre_Purchase_Group,Customer_Loyalty,Conv_Probability
14745,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
14746,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14747,"High Spend","Frequent Buyer","Silver Tier","High Probability"
14748,"High Spend","Occasional Buyer","Gold Tier","High Probability"
14749,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
14750,"High Spend","Frequent Buyer","Silver Tier","High Probability"
14751,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14752,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
14753,"High Spend","Frequent Buyer","Silver Tier","High Probability"
14754,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
14755,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14756,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14757,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
14758,"High Spend","Occasional Buyer","Gold Tier","High Probability"
14759,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
14760,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14761,"Medium Spend","Occasional Buyer","Gold Tier","High Probability"
14762,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
14763,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14764,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
14765,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
14766,"High Spend","Occasional Buyer","Gold Tier","High Probability"
14767,"High Spend","Occasional Buyer","Gold Tier","High Probability"
14768,"Medium Spend","Occasional Buyer","Platinum Tier","High Probability"
14769,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
14770,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
14771,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14772,"High Spend","Frequent Buyer","Silver Tier","High Probability"
14773,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
14774,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
14775,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14776,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14777,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14778,"Medium Spend","Occasional Buyer","Platinum Tier","Low Probability"
14779,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
14780,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
14781,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
14782,"Medium Spend","Occasional Buyer","Silver Tier","High Probability"
14783,"High Spend","Frequent Buyer","Silver Tier","High Probability"
14784,"High Spend","New Customer","Silver Tier","High Probability"
14785,"High Spend","Occasional Buyer","Gold Tier","High Probability"
14786,"Low Spend","Frequent Buyer","Bronze Tier","Low Probability"
14787,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14788,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
14789,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14790,"High Spend","Frequent Buyer","Silver Tier","Low Probability"
14791,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14792,"Medium Spend","New Customer","Platinum Tier","Low Probability"
14793,"High Spend","Occasional Buyer","Gold Tier","High Probability"
14794,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
14795,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14796,"High Spend","Frequent Buyer","Silver Tier","High Probability"
14797,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
14798,"High Spend","Frequent Buyer","Silver Tier","High Probability"
14799,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
14800,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14801,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
14802,"High Spend","New Customer","Silver Tier","High Probability"
14803,"High Spend","Occasional Buyer","Gold Tier","High Probability"
14804,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14805,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
14806,"Medium Spend","Occasional Buyer","Platinum Tier","High Probability"
14807,"High Spend","Frequent Buyer","Silver Tier","High Probability"
14808,"High Spend","New Customer","Bronze Tier","High Probability"
14809,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14810,"High Spend","New Customer","Bronze Tier","High Probability"
14811,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
14812,"High Spend","Occasional Buyer","Bronze Tier","Low Probability"
14813,"Medium Spend","Frequent Buyer","Bronze Tier","Low Probability"
14814,"High Spend","Occasional Buyer","Platinum Tier","Low Probability"
14815,"Medium Spend","Occasional Buyer","Bronze Tier","Low Probability"
14816,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
14817,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14818,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
14819,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
14820,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14821,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
14822,"High Spend","New Customer","Gold Tier","High Probability"
14823,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14824,"High Spend","New Customer","Bronze Tier","Low Probability"
14825,"High Spend","Frequent Buyer","Platinum Tier","Low Probability"
14826,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14827,"High Spend","Occasional Buyer","Silver Tier","High Probability"
14828,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
14829,"Medium Spend","Occasional Buyer","Bronze Tier","High Probability"
14830,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14831,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
14832,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14833,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
14834,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14835,"Medium Spend","Occasional Buyer","Bronze Tier","High Probability"
14836,"High Spend","Occasional Buyer","Gold Tier","High Probability"
14837,"High Spend","New Customer","Silver Tier","Low Probability"
14838,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14839,"High Spend","Occasional Buyer","Gold Tier","High Probability"
14840,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
14841,"High Spend","Frequent Buyer","Silver Tier","High Probability"
14842,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
14843,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14844,"High Spend","Frequent Buyer","Silver Tier","High Probability"
14845,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14846,"High Spend","Frequent Buyer","Silver Tier","High Probability"
14847,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
14848,"High Spend","New Customer","Bronze Tier","High Probability"
14849,"High Spend","Frequent Buyer","Silver Tier","High Probability"
14850,"Low Spend","Occasional Buyer","Platinum Tier","High Probability"
14851,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14852,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
14853,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14854,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
14855,"High Spend","Occasional Buyer","Silver Tier","High Probability"
14856,"High Spend","New Customer","Platinum Tier","Low Probability"
14857,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
14858,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
14859,"High Spend","Frequent Buyer","Silver Tier","High Probability"
14860,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14861,"High Spend","New Customer","Silver Tier","High Probability"
14862,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14863,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14864,"Medium Spend","Occasional Buyer","Silver Tier","High Probability"
14865,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14866,"High Spend","Frequent Buyer","Platinum Tier","Low Probability"
14867,"High Spend","New Customer","Bronze Tier","Low Probability"
14868,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14869,"Medium Spend","New Customer","Silver Tier","High Probability"
14870,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
14871,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14872,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14873,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14874,"High Spend","Frequent Buyer","Bronze Tier","Low Probability"
14875,"High Spend","Frequent Buyer","Silver Tier","High Probability"
14876,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
14877,"High Spend","Frequent Buyer","Silver Tier","High Probability"
14878,"High Spend","Frequent Buyer","Platinum Tier","Low Probability"
14879,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
14880,"High Spend","Frequent Buyer","Silver Tier","High Probability"
14881,"Medium Spend","Occasional Buyer","Silver Tier","High Probability"
14882,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14883,"High Spend","New Customer","Bronze Tier","High Probability"
14884,"High Spend","Frequent Buyer","Silver Tier","High Probability"
14885,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14886,"Medium Spend","Occasional Buyer","Silver Tier","High Probability"
14887,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
14888,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
14889,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
14890,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
14891,"High Spend","Occasional Buyer","Gold Tier","High Probability"
14892,"High Spend","Occasional Buyer","Silver Tier","High Probability"
14893,"High Spend","Frequent Buyer","Silver Tier","High Probability"
14894,"Medium Spend","Occasional Buyer","Gold Tier","High Probability"
14895,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14896,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14897,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
14898,"High Spend","Frequent Buyer","Silver Tier","High Probability"
14899,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14900,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14901,"High Spend","Occasional Buyer","Gold Tier","High Probability"
14902,"Low Spend","Frequent Buyer","Platinum Tier","High Probability"
14903,"High Spend","New Customer","Gold Tier","High Probability"
14904,"High Spend","Occasional Buyer","Gold Tier","High Probability"
14905,"Medium Spend","New Customer","Gold Tier","High Probability"
14906,"Medium Spend","Occasional Buyer","Platinum Tier","High Probability"
14907,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14908,"Medium Spend","Occasional Buyer","Silver Tier","High Probability"
14909,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
14910,"Medium Spend","Frequent Buyer","Bronze Tier","Low Probability"
14911,"Low Spend","Frequent Buyer","Platinum Tier","High Probability"
14912,"High Spend","Occasional Buyer","Gold Tier","High Probability"
14913,"High Spend","Frequent Buyer","Silver Tier","High Probability"
14914,"High Spend","Occasional Buyer","Silver Tier","High Probability"
14915,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14916,"Low Spend","Occasional Buyer","Silver Tier","Low Probability"
14917,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14918,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
14919,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14920,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
14921,"High Spend","Occasional Buyer","Silver Tier","High Probability"
14922,"Medium Spend","New Customer","Platinum Tier","Low Probability"
14923,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14924,"High Spend","Occasional Buyer","Gold Tier","High Probability"
14925,"High Spend","Occasional Buyer","Gold Tier","High Probability"
14926,"High Spend","Occasional Buyer","Silver Tier","High Probability"
14927,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14928,"Medium Spend","Occasional Buyer","Platinum Tier","High Probability"
14929,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
14930,"High Spend","Frequent Buyer","Silver Tier","High Probability"
14931,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
14932,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
14933,"High Spend","Frequent Buyer","Silver Tier","High Probability"
14934,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14935,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
14936,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14937,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14938,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
14939,"High Spend","New Customer","Silver Tier","High Probability"
14940,"High Spend","Occasional Buyer","Silver Tier","High Probability"
14941,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14942,"High Spend","Frequent Buyer","Bronze Tier","Low Probability"
14943,"Low Spend","Frequent Buyer","Bronze Tier","High Probability"
14944,"High Spend","New Customer","Silver Tier","High Probability"
14945,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
14946,"High Spend","Occasional Buyer","Silver Tier","High Probability"
14947,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
14948,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14949,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
14950,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14951,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
14952,"High Spend","New Customer","Gold Tier","High Probability"
14953,"Low Spend","Frequent Buyer","Platinum Tier","High Probability"
14954,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
14955,"High Spend","Frequent Buyer","Silver Tier","High Probability"
14956,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14957,"Medium Spend","Occasional Buyer","Gold Tier","High Probability"
14958,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
14959,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
14960,"High Spend","New Customer","Gold Tier","Low Probability"
14961,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14962,"Low Spend","Frequent Buyer","Silver Tier","High Probability"
14963,"High Spend","Frequent Buyer","Silver Tier","High Probability"
14964,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14965,"High Spend","New Customer","Silver Tier","High Probability"
14966,"High Spend","Occasional Buyer","Silver Tier","High Probability"
14967,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
14968,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14969,"High Spend","Frequent Buyer","Silver Tier","High Probability"
14970,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14971,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
14972,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
14973,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
14974,"High Spend","Occasional Buyer","Silver Tier","High Probability"
14975,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14976,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14977,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
14978,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14979,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
14980,"High Spend","New Customer","Bronze Tier","High Probability"
14981,"Low Spend","Occasional Buyer","Bronze Tier","Low Probability"
14982,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
14983,"High Spend","Frequent Buyer","Bronze Tier","Low Probability"
14984,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14985,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14986,"Medium Spend","Frequent Buyer","Gold Tier","Low Probability"
14987,"Medium Spend","Occasional Buyer","Silver Tier","High Probability"
14988,"High Spend","Occasional Buyer","Silver Tier","High Probability"
14989,"High Spend","Frequent Buyer","Silver Tier","High Probability"
14990,"Medium Spend","Occasional Buyer","Bronze Tier","Low Probability"
14991,"High Spend","Frequent Buyer","Silver Tier","High Probability"
14992,"High Spend","Frequent Buyer","Gold Tier","High Probability"
14993,"High Spend","New Customer","Gold Tier","High Probability"
14994,"Low Spend","New Customer","Bronze Tier","High Probability"
14995,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14996,"High Spend","Occasional Buyer","Gold Tier","High Probability"
14997,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14998,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
14999,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
15000,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
15001,"Medium Spend","New Customer","Bronze Tier","Low Probability"
15002,"High Spend","New Customer","Gold Tier","High Probability"
15003,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
15004,"High Spend","Occasional Buyer","Gold Tier","High Probability"
15005,"High Spend","Frequent Buyer","Gold Tier","High Probability"
15006,"High Spend","Frequent Buyer","Gold Tier","High Probability"
15007,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
15008,"Medium Spend","Occasional Buyer","Silver Tier","High Probability"
15009,"High Spend","Frequent Buyer","Silver Tier","High Probability"
15010,"High Spend","Frequent Buyer","Gold Tier","High Probability"
15011,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
15012,"High Spend","Frequent Buyer","Gold Tier","High Probability"
15013,"High Spend","New Customer","Bronze Tier","High Probability"
15014,"Medium Spend","Occasional Buyer","Platinum Tier","High Probability"
15015,"Low Spend","Frequent Buyer","Platinum Tier","High Probability"
15016,"High Spend","Frequent Buyer","Gold Tier","High Probability"
15017,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
15018,"Low Spend","Frequent Buyer","Platinum Tier","High Probability"
15019,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
15020,"High Spend","Frequent Buyer","Silver Tier","High Probability"
15021,"High Spend","Frequent Buyer","Gold Tier","High Probability"
15022,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
15023,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
15024,"High Spend","Frequent Buyer","Silver Tier","High Probability"
15025,"High Spend","Occasional Buyer","Silver Tier","Low Probability"
15026,"Medium Spend","Occasional Buyer","Gold Tier","High Probability"
15027,"High Spend","Frequent Buyer","Gold Tier","High Probability"
15028,"Medium Spend","New Customer","Bronze Tier","Low Probability"
15029,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
15030,"High Spend","New Customer","Gold Tier","High Probability"
15031,"High Spend","Frequent Buyer","Gold Tier","High Probability"
15032,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
15033,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
15034,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
15035,"Medium Spend","Occasional Buyer","Bronze Tier","High Probability"
15036,"High Spend","Frequent Buyer","Gold Tier","High Probability"
15037,"High Spend","Occasional Buyer","Bronze Tier","Low Probability"
15038,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
15039,"Low Spend","Frequent Buyer","Gold Tier","High Probability"
15040,"High Spend","Frequent Buyer","Silver Tier","Low Probability"
15041,"Low Spend","Occasional Buyer","Bronze Tier","High Probability"
15042,"Low Spend","Frequent Buyer","Gold Tier","High Probability"
15043,"Medium Spend","Occasional Buyer","Platinum Tier","High Probability"
15044,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
15045,"High Spend","Frequent Buyer","Bronze Tier","Low Probability"
15046,"High Spend","Occasional Buyer","Gold Tier","High Probability"
15047,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
15048,"High Spend","Occasional Buyer","Silver Tier","High Probability"
15049,"Medium Spend","Frequent Buyer","Gold Tier","Low Probability"
15050,"Medium Spend","New Customer","Platinum Tier","High Probability"
15051,"High Spend","Occasional Buyer","Silver Tier","High Probability"
15052,"High Spend","Frequent Buyer","Gold Tier","High Probability"
15053,"Medium Spend","Occasional Buyer","Silver Tier","High Probability"
15054,"High Spend","Frequent Buyer","Silver Tier","High Probability"
15055,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
15056,"High Spend","Frequent Buyer","Silver Tier","High Probability"
15057,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
15058,"High Spend","Occasional Buyer","Bronze Tier","Low Probability"
15059,"High Spend","New Customer","Bronze Tier","Low Probability"
15060,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
15061,"High Spend","Occasional Buyer","Platinum Tier","Low Probability"
15062,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
15063,"High Spend","Frequent Buyer","Gold Tier","Low Probability"
15064,"High Spend","Frequent Buyer","Silver Tier","High Probability"
15065,"High Spend","Occasional Buyer","Silver Tier","High Probability"
15066,"High Spend","Frequent Buyer","Platinum Tier","Low Probability"
15067,"Medium Spend","Occasional Buyer","Platinum Tier","Low Probability"
15068,"High Spend","Frequent Buyer","Gold Tier","High Probability"
15069,"High Spend","Frequent Buyer","Gold Tier","High Probability"
15070,"Low Spend","Occasional Buyer","Bronze Tier","Low Probability"
15071,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
15072,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
15073,"High Spend","Occasional Buyer","Silver Tier","High Probability"
15074,"High Spend","Occasional Buyer","Silver Tier","High Probability"
15075,"High Spend","Frequent Buyer","Gold Tier","High Probability"
15076,"High Spend","Frequent Buyer","Silver Tier","High Probability"
15077,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
15078,"High Spend","Frequent Buyer","Bronze Tier","Low Probability"
15079,"High Spend","Frequent Buyer","Silver Tier","High Probability"
15080,"High Spend","Frequent Buyer","Gold Tier","High Probability"
15081,"Low Spend","Occasional Buyer","Bronze Tier","High Probability"
15082,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
15083,"High Spend","Frequent Buyer","Gold Tier","High Probability"
15084,"High Spend","Occasional Buyer","Gold Tier","High Probability"
15085,"High Spend","Frequent Buyer","Silver Tier","High Probability"
15086,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
15087,"High Spend","Occasional Buyer","Gold Tier","High Probability"
15088,"High Spend","Occasional Buyer","Gold Tier","High Probability"
15089,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
15090,"High Spend","Frequent Buyer","Gold Tier","High Probability"
15091,"High Spend","Frequent Buyer","Silver Tier","High Probability"
15092,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
15093,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
15094,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
15095,"Low Spend","Frequent Buyer","Silver Tier","High Probability"
15096,"High Spend","New Customer","Platinum Tier","High Probability"
15097,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
15098,"High Spend","Occasional Buyer","Gold Tier","High Probability"
15099,"High Spend","Frequent Buyer","Silver Tier","High Probability"
15100,"Medium Spend","Occasional Buyer","Silver Tier","High Probability"
15101,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
15102,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
15103,"High Spend","Occasional Buyer","Silver Tier","High Probability"
15104,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
15105,"High Spend","Occasional Buyer","Gold Tier","High Probability"
15106,"High Spend","Occasional Buyer","Silver Tier","High Probability"
15107,"High Spend","Frequent Buyer","Silver Tier","High Probability"
15108,"High Spend","New Customer","Platinum Tier","High Probability"
15109,"High Spend","Occasional Buyer","Silver Tier","High Probability"
15110,"High Spend","Occasional Buyer","Bronze Tier","Low Probability"
15111,"High Spend","Occasional Buyer","Gold Tier","High Probability"
15112,"High Spend","Occasional Buyer","Gold Tier","High Probability"
15113,"Medium Spend","Occasional Buyer","Bronze Tier","High Probability"
15114,"High Spend","Occasional Buyer","Gold Tier","High Probability"
15115,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
15116,"Medium Spend","Frequent Buyer","Bronze Tier","High Probability"
15117,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
15118,"Medium Spend","Frequent Buyer","Bronze Tier","Low Probability"
15119,"High Spend","Occasional Buyer","Bronze Tier","Low Probability"
15120,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
15121,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
15122,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
15123,"High Spend","Occasional Buyer","Silver Tier","High Probability"
15124,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
15125,"High Spend","Occasional Buyer","Silver Tier","High Probability"
15126,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
15127,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
15128,"High Spend","Occasional Buyer","Bronze Tier","Low Probability"
15129,"Medium Spend","Occasional Buyer","Gold Tier","High Probability"
15130,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
15131,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
15132,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
15133,"Medium Spend","Occasional Buyer","Platinum Tier","High Probability"
15134,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
15135,"High Spend","Occasional Buyer","Silver Tier","High Probability"
15136,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
15137,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
15138,"High Spend","New Customer","Platinum Tier","Low Probability"
15139,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
15140,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
15141,"High Spend","Frequent Buyer","Platinum Tier","Low Probability"
15142,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
15143,"High Spend","Occasional Buyer","Gold Tier","High Probability"
15144,"High Spend","Frequent Buyer","Gold Tier","High Probability"
15145,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
15146,"High Spend","Frequent Buyer","Gold Tier","High Probability"
15147,"High Spend","Frequent Buyer","Gold Tier","High Probability"
15148,"High Spend","Frequent Buyer","Silver Tier","High Probability"
15149,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
15150,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
15151,"Medium Spend","Frequent Buyer","Gold Tier","Low Probability"
15152,"High Spend","Frequent Buyer","Gold Tier","High Probability"
15153,"High Spend","Frequent Buyer","Silver Tier","High Probability"
15154,"High Spend","Frequent Buyer","Platinum Tier","Low Probability"
15155,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
15156,"High Spend","Occasional Buyer","Gold Tier","High Probability"
15157,"High Spend","Occasional Buyer","Silver Tier","High Probability"
15158,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
15159,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
15160,"Low Spend","Occasional Buyer","Gold Tier","High Probability"
15161,"Medium Spend","Frequent Buyer","Silver Tier","High Probability"
15162,"High Spend","Frequent Buyer","Gold Tier","High Probability"
15163,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
15164,"High Spend","Frequent Buyer","Bronze Tier","High Probability"
15165,"High Spend","Frequent Buyer","Gold Tier","High Probability"
15166,"High Spend","Occasional Buyer","Gold Tier","High Probability"
15167,"High Spend","Occasional Buyer","Platinum Tier","High Probability"
15168,"High Spend","Occasional Buyer","Bronze Tier","High Probability"
15169,"Medium Spend","Frequent Buyer","Gold Tier","High Probability"
15170,"High Spend","New Customer","Platinum Tier","High Probability"
15171,"High Spend","New Customer","Gold Tier","High Probability"
15172,"Medium Spend","Occasional Buyer","Gold Tier","High Probability"
15173,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
15174,"High Spend","Frequent Buyer","Silver Tier","High Probability"
15175,"Medium Spend","Frequent Buyer","Platinum Tier","High Probability"
15176,"High Spend","Frequent Buyer","Gold Tier","High Probability"
15177,"Medium Spend","Frequent Buyer","Platinum Tier","Low Probability"
15178,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
15179,"High Spend","Frequent Buyer","Silver Tier","High Probability"
15180,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
15181,"High Spend","Frequent Buyer","Platinum Tier","High Probability"
15182,"High Spend","Occasional Buyer","Gold Tier","High Probability"
15183,"High Spend","New Customer","Bronze Tier","High Probability"
